Player;3ptProf;OffensiveLoad;TS;FTFGdist;ORp;DRp;ASTp;TOVp;STp;Opp2p
POPOVIC, MARKO 2007 ZAL;0.39622564649554554;0.41156729878465437;0.7947673171777825;0.36024844720496896;0.10629217943628425;0.19607843137254902;0.20334106795625242;0.2784315517060678;0.3194833071409406;0.4909090909090909
GARRI, LUCA 2007 VIR;0.26801523863542465;0.2742429565355806;0.5580220782461303;0.3380281690140845;0.45266272189349116;0.484375;0.04584382461029491;0.27095729456955636;0.29240639550953584;0.35555555555555557
JURAK, GORAN 2007 ZAL;0.2236383460573003;0.28850609268469507;0.7369892958028774;0.43617021276595747;0.6071428571428572;0.7901234567901234;0.10032365345007446;0.24396894581058076;0.27772532903870717;0.6349206349206349
GUROVIC, MILAN 2007 SOP;0.34245679006541324;0.3488717783923061;0.6932620475747957;0.3355263157894737;0.2699252801992528;0.47674418604651164;0.07362805494680688;0.11892486379616149;0.18303662928586067;0.4177215189873418
VAN DEN SPIEGEL, TOMAS 2007 SOP;0.0;0.3041936677233452;0.7786088167499039;0.7014925373134329;0.7697779319916725;0.7540983606557377;0.06622797207736407;0.26382777520457;0.2573795990255841;0.5074626865671642
WAGNER, DAJUAN 2007 SOP;0.45742034819976324;0.16153024407418132;0.5450833656912234;0.10526315789473684;0.0437392795883362;0.19117647058823528;0.04659259553718133;0.14279394192484055;0.14632933121360783;0.2978723404255319
HOLDEN, JON ROBERT 2007 CSK;0.3709727077436997;0.28950532743943763;0.6486810947133819;0.14444444444444443;0.06735637244111821;0.3333333333333333;0.25001471296506483;0.14150206409530347;0.29018219798073575;0.3855421686746988
LANGDON, TRAJAN 2007 CSK;0.457578257650074;0.26183326708225807;0.8606752215371444;0.1822429906542056;0.1161857235842916;0.47586206896551725;0.06929091187986561;0.1051485158850148;0.29779837537268683;0.5729166666666666
SISKAUSKAS, RAMUNAS 2007 CSK;0.44545129868190514;0.32230338956026333;0.8844651905944378;0.5202020202020202;0.24501108647450112;0.3684210526315789;0.10841134551901137;0.13175066712699543;0.28380973567841933;0.5660377358490566
SMODIS, MATJAZ 2007 CSK;0.4678745679254457;0.26902523809952905;0.8723284059881368;0.4891304347826087;0.22268248992386927;0.7580645161290323;0.0791725302561216;0.12784955391848368;0.10654207996727683;0.5689655172413793
ANDERSEN, DAVID 2007 CSK;0.5299828866715248;0.3586963075570978;0.7840842466062329;0.24267782426778242;0.36163636363636364;0.7777777777777778;0.11688980860488501;0.16348204894158389;0.16048392272639753;0.5026178010471204
DYLEWICZ, FILIP 2007 SOP;0.2811827414124237;0.23905683978671316;0.7177261335156072;0.3787878787878788;0.40669856459330145;0.5189873417721519;0.14461089234122623;0.14897187150874136;0.18915238851696356;0.5185185185185185
PAPALOUKAS, THEODOROS 2007 CSK;0.2399162242589949;0.4199956854634958;0.7342664270248087;0.432;0.08422459893048129;0.5625;0.5407745472626885;0.32922041794707807;0.4071763293910463;0.5806451612903226
ZISIS, NIKOLAOS 2007 CSK;0.1636362549602905;0.2819526994208324;0.6695608184840287;0.39080459770114945;0.028857035081101472;0.5316455696202531;0.24505263157894738;0.23402020640072638;0.1872388540278256;0.543859649122807
